id,name,image,level,attribute,family,prior_forms,next_forms,lateral_next_forms,digifuse_forms,attacks
138,Belphemon Rage Mode,https://static.wikia.nocookie.net/digimon/images/a/aa/Belphemon_Rage_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20120217023349,Mega,Virus,Dark Area,Code Key of Sloth,,,,Unknown
139,Belphemon Sleep Mode,https://static.wikia.nocookie.net/digimon/images/5/5c/Belphemon_Sleep_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20120302021244,Mega,Virus,Dark Area,Astamon,,,,Unknown
140,Belphemon X,https://static.wikia.nocookie.net/digimon/images/3/3b/Belphemon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190626030448,Mega,Virus,Unknown,,,,,Seventh Penetrate
141,BeoWolfmon,https://static.wikia.nocookie.net/digimon/images/3/38/BeoWolfmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120914024445,Hybrid,Data / Variable,Virus Busters,Spirits of Light,MagnaGarurumon | Spirits | Steel | Water | Thunder | Darkness,,,Licht Angriff | Zweihänder | Trinität
142,Betamon,https://static.wikia.nocookie.net/digimon/images/0/03/Betamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402185701,Rookie,Virus,Nature Spirits,Koromon,Seadramon | Dinohyumon,,Shoutmon X7F Superior Mode,Dengeki Biririn | Cutter Fin
143,Betamon X,https://static.wikia.nocookie.net/digimon/images/a/a5/Betamon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20200911021213,Rookie,Virus,Nature Spirits,,,,,Dengeki Biririn | Dengeki Biririn 185V
144,BetelGammamon,https://static.wikia.nocookie.net/digimon/images/c/c2/BetelGammamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20211010023852,Champion,Vaccine,Virus Busters,Gammamon,Canoweissmon,KausGammamon,,Unknown
145,Betsumon,https://static.wikia.nocookie.net/digimon/images/c/c3/Betsumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20141128132429,Ultimate,Data,Unknown,,,,,Tsukkomi Punch | citation needed
146,Bibimon,https://static.wikia.nocookie.net/digimon/images/4/49/Bibimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210129045136,In-Training,Free,Unknown,Dokimon,Pulsemon,,,Unknown
147,BigMamemon,https://static.wikia.nocookie.net/digimon/images/f/f7/BigMamemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110811130206,Ultimate,Data,Metal Empire,,,,,Big Smiley Bomber
148,BigUkkomon,https://static.wikia.nocookie.net/digimon/images/3/3e/BigUkkomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20231103025320,Mega,Free,Unknown,Ukkomon,,,,Unknown
149,BioDarkdramon,https://static.wikia.nocookie.net/digimon/images/f/f2/BioDarkdramon_t.gif/revision/latest/scale-to-width-down/268?cb=20220624073732,Mega,Virus,Metal Empire,Kouki Tsubasa,,,,Gigastick Lance
150,BioQuetzalmon,https://static.wikia.nocookie.net/digimon/images/3/3b/BioQuetzalmon_t.gif/revision/latest/scale-to-width-down/268?cb=20240417022537,Armor,Vaccine,Wind Guardians,Nanami,,,,Freeze Wave
151,BioRotosmon,https://static.wikia.nocookie.net/digimon/images/f/f6/BioRotosmon_%28New_Century%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20200628181433,Mega,Data,Jungle Troopers,Nanami,,,,Unknown
152,BioStegomon,https://static.wikia.nocookie.net/digimon/images/d/de/BioStegomon_t.gif/revision/latest/scale-to-width-down/267?cb=20240417022515,Armor,Data / Free,Dragon's Roar,Ivan,,,,Unknown
153,BioSupinomon,https://static.wikia.nocookie.net/digimon/images/b/b0/BioSupinomon_t.gif/revision/latest/scale-to-width-down/268?cb=20241122025310,Mega,Virus,Dragon's Roar,Ivan,,,,Unknown
154,BioThunderbirdmon,https://static.wikia.nocookie.net/digimon/images/9/99/BioThunderbirdmon_t.gif/revision/latest/scale-to-width-down/268?cb=20240417022453,Armor,Data,Wind Guardians,Kouki Tsubasa,,,,Unknown
155,Birdramon,https://static.wikia.nocookie.net/digimon/images/8/8e/Birdramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150410015357,Champion,Vaccine,Wind Guardians,Biyomon,Garudamon | Garudamon X,,,Mach Glide | Kyoushū | Phoenix Taze
156,BishopChessmon Black,https://static.wikia.nocookie.net/digimon/images/e/e4/BishopChessmon_%28Black%29_t.gif/revision/latest/scale-to-width-down/268?cb=20220701035820,Ultimate,Virus,Unknown,,,,,Unknown
157,BishopChessmon,https://static.wikia.nocookie.net/digimon/images/8/82/BishopChessmon_%28White%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20110422074722,Ultimate,Virus,Metal Empire,Kapurimon,KingChessmon,,,Unknown
158,Biyomon,https://static.wikia.nocookie.net/digimon/images/5/5a/Biyomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402190039,Rookie,Vaccine,Wind Guardians,Yokomon,Birdramon | Aquilamon | Kokatorimon | Karatenmon,,Shoutmon X7F Superior Mode,Magical Fire | Piyorin Attack | Katai Kuchibashi | Dash Tsuibami | Tsuibami Attack | Kuchibashi Attack | Piyoccho Ball | Piyoccho Hurricane | Ostrich Kick | Spiral Wing
159,BlackAgumon,https://static.wikia.nocookie.net/digimon/images/3/37/BlackAgumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101001040217,Rookie,Virus,Nature Spirits,Pagumon,Greymon (Blue) | DarkTyrannomon,,,Baby Flame | Uppercut | Mach Jab | Dangerous Kamukamu
160,BlackAgumon X,https://static.wikia.nocookie.net/digimon/images/7/70/BlackAgumon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190809173832,Rookie,Virus,Unknown,,,,,Baby Flame
161,BlackGabumon,https://static.wikia.nocookie.net/digimon/images/6/66/BlackGabumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026181931,Rookie,Virus,Nature Spirits,,BlackGarurumon,,,'Tsuno Kougeki | Blue Fire | Black Ice
162,BlackGaogamon,https://static.wikia.nocookie.net/digimon/images/6/67/BlackGaogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171226180229,Champion,Data,Nature Spirits,Gaomon,,,,Unknown
163,BlackGargomon,https://static.wikia.nocookie.net/digimon/images/d/d7/BlackGargomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20211029023226,Champion,Vaccine,Metal Empire,Terriermon,BlackRapidmon,,,Gatling Arm | Dum-dumUpper
164,BlackGarurumon,https://static.wikia.nocookie.net/digimon/images/e/e0/BlackGarurumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026184826,Champion,Virus,Nature Spirits,Elecmon,ShadowWereGarurumon | Pandamon,,,Wolf Cry
165,BlackGatomon,https://static.wikia.nocookie.net/digimon/images/7/73/BlackGatomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160819162816,Champion,Virus,Nightmare Soldiers,Salamon,LadyDevimon,BlackGatomon Uver.,,Neko Punch | Neko Kick | Cat's Eye | Danger Love
166,BlackGatomon Uver.,https://static.wikia.nocookie.net/digimon/images/b/b5/BlackGatomon_Uver._b.jpg/revision/latest/scale-to-width-down/268?cb=20211129035648,Champion,Virus,Unknown,,,,,Neko Punch | Bakōnya
167,BlackGrowlmon,https://static.wikia.nocookie.net/digimon/images/7/7c/BlackGrowlmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150918155600,Champion,Virus,Nature Spirits,BlackGuilmon,BlackWarGrowlmon,,,Grow Claw
168,BlackGuilmon,https://static.wikia.nocookie.net/digimon/images/a/ab/BlackGuilmon_b.png/revision/latest?cb=20190528190552,Rookie,Virus,Unknown,,BlackGrowlmon,,,Fire Grenade
169,BlackKingNumemon,https://static.wikia.nocookie.net/digimon/images/b/b9/BlackKingNumemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210526025053,Ultimate,Virus,Unknown,Numemon,PlatinumNumemon,,,Unknown
170,BlackMachGaogamon,https://static.wikia.nocookie.net/digimon/images/6/6a/BlackMachGaogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171226180011,Ultimate,Data,Unknown,,,,,Unknown
171,BlackMegaGargomon,https://static.wikia.nocookie.net/digimon/images/1/14/BlackMegaGargomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160408120951,Mega,Vaccine,Metal Empire,BlackRapidmon,,,,Unknown
172,BlackMetalGarurumon,https://static.wikia.nocookie.net/digimon/images/7/7d/BlackMetalGarurumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026184532,Mega,Virus,Metal Empire,ShadowWereGarurumon,Omnimon Zwart | BlackWarGreymon,,,Cocytus Breath | Fire Wolf Claw | Burst Wolf Claw | Metal Wolf Claw | Grace Cross Freezer
173,BlackRapidmon,https://static.wikia.nocookie.net/digimon/images/5/54/BlackRapidmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20211029023629,Ultimate,Vaccine,Metal Empire,BlackGargomon,BlackMegaGargomon,,,Unknown
174,BlackSeraphimon,https://static.wikia.nocookie.net/digimon/images/7/7c/BlackSeraphimon_dw3.png/revision/latest/scale-to-width-down/268?cb=20120201143937,Mega,Unknown,Unknown,,,,,Unknown
175,BlackShoutmon X7,https://static.wikia.nocookie.net/digimon/images/1/1a/MegaBlackShoutmon_X7_vg.jpg/revision/latest?cb=20120601200649,Unknown,Unknown,Unknown,,MegaBlackShoutmon X7,,,Unknown
176,BlackWarGreymon,https://static.wikia.nocookie.net/digimon/images/9/90/BlackWarGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100423185533,Mega,Virus,Metal Empire,SkullGreymon,Omnimon Zwart | BlackMetalGarurumon,,,Ankoku no Gaia Force | Great Tornado | Dramon Killer | Black Storm Tornado | Dramon Fire | Gaia Force
177,BlackWarGreymon X,https://static.wikia.nocookie.net/digimon/images/0/0b/BlackWarGreymon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190809181409,Mega,Virus,Dragon's Roar,,,,,Ankoku no Gaia Force | Afterburst
178,BlackWarGrowlmon,https://static.wikia.nocookie.net/digimon/images/e/e7/BlackWarGrowlmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100709044209,Ultimate,Virus,Metal Empire,BlackGrowlmon,ChaosGallantmon | Megidramon,,,Double Edge
179,BladeKuwagamon,https://static.wikia.nocookie.net/digimon/images/0/06/BladeKuwagamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20161121222522,Champion,Virus,Nature Spirits,,,,,Unknown
180,Blastmon,https://static.wikia.nocookie.net/digimon/images/1/13/Blastmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110218035230,Mega,Vaccine,Metal Empire,,,,,Gokujou Diamond Tail | Final Zubagōn Punch | Junjou Emerald Chop | Janken: Gu | Janken: Choki | Janken: Pa | Kenran Crystal Volcano
181,Blimpmon,https://static.wikia.nocookie.net/digimon/images/7/76/Blimpmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20161121222523,Champion,Data,Wind Guardians,,,,,Unknown
182,BlitzGreymon,https://static.wikia.nocookie.net/digimon/images/b/bb/BlitzGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170317035901,Mega,Virus,Metal Empire,MetalGreymon (Virus),Omegamon Alter-S | CresGarurumon,,,Unknown
183,BloomLordmon,https://static.wikia.nocookie.net/digimon/images/b/b2/BloomLordmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210721033314,Mega,Vaccine,Unknown,,,,,Multiple Seed
184,Blossomon,https://static.wikia.nocookie.net/digimon/images/d/d4/Blossomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100312093050,Ultimate,Data,Wind Guardians,Ninjamon,Gryphonmon | Lotosmon | Ceresmon Medium,,,Unknown
185,BlueMeramon,https://static.wikia.nocookie.net/digimon/images/e/e5/BlueMeramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20151211163818,Ultimate,Data,Nightmare Soldiers,Meramon,Boltmon,,,Vision Bind | Mental Point Alchemy
186,Boarmon,https://static.wikia.nocookie.net/digimon/images/4/44/Boarmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130816034211,Armor,Vaccine / Free,Nature Spirits,Armadillomon,,,,Dangan Attack
187,Bokomon,https://static.wikia.nocookie.net/digimon/images/0/07/Bokomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160325014233,Rookie,Vaccine,None,,,,,Nigeashimou Dash | Monoshiri Book
188,Boltboutamon,https://static.wikia.nocookie.net/digimon/images/b/bb/Boltboutamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180222161125,Mega,Virus,Nightmare Soldiers,Piedmon,Boltboutamon (Fusion) | Master,,,Palazzi Valzer
190,Boltmon,https://static.wikia.nocookie.net/digimon/images/f/fd/Boltmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100702063412,Mega,Data,Metal Empire,BlueMeramon,,,,TomahawkSteiner | Bousou
191,Bombermon,https://static.wikia.nocookie.net/digimon/images/d/d3/Bombermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20221117024852,Ultimate,Virus,Unknown,,,,,Unknown
192,BomberNanimon,https://static.wikia.nocookie.net/digimon/images/7/78/BomberNanimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210714022750,Champion,Virus,Unknown,,,,,BakuOyajiPanchi
193,Bombmon,https://static.wikia.nocookie.net/digimon/images/c/c1/Bombmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110527042652,Fresh,Unknown,Metal Empire,,MegaDeckerGreymon | DeckerGreymon | Missimon,,Shoutmon X7F Superior Mode,Unknown
194,Bommon,https://static.wikia.nocookie.net/digimon/images/e/e0/Bommon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090726031247,Fresh,Free,Metal Empire,,Missimon,,,Bachibachibacchin
195,Boogiemon,https://static.wikia.nocookie.net/digimon/images/6/62/Boogiemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150102033543,Champion,Virus,Nightmare Soldiers,,Phelesmon,,,Unknown
196,Bosamon,https://static.wikia.nocookie.net/digimon/images/8/86/Bosamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210921170702,In-Training,Free,Unknown,Pyonmon,Angoramon,,,Mikkomi[5]
197,Botamon,https://static.wikia.nocookie.net/digimon/images/a/ae/Botamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127172221,Fresh,Data / Free,Nightmare Soldiers,,Koromon | Impmon | Lopmon | Airdramon | Veedramon | DarkTyrannomon | Ponchomon | Wanyamon | Budmon,,,San no Awa | Awa
198,Boutmon,https://static.wikia.nocookie.net/digimon/images/e/e4/Boutmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210205050033,Ultimate,Vaccine,Unknown,Bulkmon,Kazuchimon,,,Raigekishou | Budenhadan | Jinrai Kaitengeki
199,Bowmon,https://static.wikia.nocookie.net/digimon/images/a/a6/Bowmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230331164047,In-Training,Free,Unknown,Fusamon,Loogamon,,,Unknown
200,Brachiomon,https://static.wikia.nocookie.net/digimon/images/b/b3/Brachiomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210625031938,Ultimate,Data,Nature Spirits,Poyomon,,,,Unknown
201,Breakdramon,https://static.wikia.nocookie.net/digimon/images/6/6a/Breakdramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171127121218,Mega,Virus,Dragon's Roar,Groundramon,Examon | Slayerdramon,,,Infinity Boring | Gravity Press
202,Brigadramon,https://static.wikia.nocookie.net/digimon/images/6/65/Brigadramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230626033453,Mega,Virus,Metal Empire,,,,,Unknown
203,BryweLudramon,https://static.wikia.nocookie.net/digimon/images/f/f6/BryweLudramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180322051018,Mega,Data,Unknown,RaijiLudomon,RagnaLoardmon | Durandamon,,,Unknown
204,Bucchiemon,https://static.wikia.nocookie.net/digimon/images/1/19/Bucchiemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20121026050638,Armor,Vaccine / Free,Nature Spirits,Wormmon,Meicrackmon Vicious Mode,,,Heartner Beam | Love and Fire
206,Budmon,https://static.wikia.nocookie.net/digimon/images/1/1b/Budmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128045034,In-Training,Free,Jungle Troopers,Yuramon,Lalamon | Woodmon,,,Dokutogetoge | San no Awa
207,Bukamon,https://static.wikia.nocookie.net/digimon/images/4/41/Bukamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210506051529,In-Training,Data / Free,Deep Savers,Pichimon,Gomamon,,Shoutmon X7F Superior Mode,Kūki no Awa | Awa | Shabon no Awa | San no Awa
208,Bulbmon,https://static.wikia.nocookie.net/digimon/images/3/3a/Bulbmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20151130005831,Ultimate,Data,Metal Empire,Kenkimon,,,,Mud Pump | Valve Extreme
209,Bulkmon,https://static.wikia.nocookie.net/digimon/images/d/d4/Bulkmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210115043450,Champion,Vaccine,Unknown,Pulsemon,Boutmon,,,Unknown
210,Bullmon,https://static.wikia.nocookie.net/digimon/images/8/80/Bullmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130405031958,Armor,Vaccine / Free,Nature Spirits,Wormmon,,,,Tail Whip
211,Bulucomon,https://static.wikia.nocookie.net/digimon/images/d/d7/Bulucomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20190425063215,Rookie,Data,Unknown,,Paledramon,,,Ice Mash
212,Buraimon,https://static.wikia.nocookie.net/digimon/images/b/bf/Buraimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100701055810,Champion,Vaccine,Wind Guardians,Hyokomon,Butenmon,,,Tsubame Nimai Gaeshi
213,Burgermon,https://static.wikia.nocookie.net/digimon/images/a/a8/Burgermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210308025934,Rookie,Vaccine,Nature Spirits,TorikaraBallmon,Burgermon (Champion),,,Unknown
215,BurningGreymon,https://static.wikia.nocookie.net/digimon/images/6/6a/BurningGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20131206023027,Hybrid,Vaccine / Variable,None,B Spirit of Flame,Aldamon | Agunimon | EmperorGreymon,,,Corona Blaster | Flame Storm | Inferno | Inferno Wildfire
216,Burpmon,https://static.wikia.nocookie.net/digimon/images/1/1e/Burpmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210607021142,Unknown,Unknown,Unknown,,,,,Unknown
217,BushiAgumon,https://static.wikia.nocookie.net/digimon/images/4/43/BushiAgumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026182734,Rookie,Vaccine,Virus Busters,,,,,Chou Teisoku Ichimonji-giri | Chou Kousoku Ichimonji-giri
218,Butenmon,https://static.wikia.nocookie.net/digimon/images/7/71/Butenmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100701055742,Ultimate,Vaccine,Wind Guardians,Buraimon,Chronomon Holy Mode,,,Nichirin no Mai | Gyoukou Issen
219,Butterflymon,https://static.wikia.nocookie.net/digimon/images/9/90/Butterflymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120720073723,Armor,Vaccine / Free,Nature Spirits,Gatomon,,,,Unknown
220,Callismon,https://static.wikia.nocookie.net/digimon/images/5/5f/Callismon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240229001511,Mega,Virus,Nightmare Soldiers,Grizzlymon,,,,Digimon Adventure V-Tamer 01
221,Calmaramon,https://static.wikia.nocookie.net/digimon/images/8/88/Calmaramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20121130173505,Hybrid,Vaccine / Variable,Deep Savers,B Spirit of Water,Shagaramon,,,Titanic Charge | Nero Corso
222,Calumon,https://static.wikia.nocookie.net/digimon/images/4/43/Calumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210517033801,Unknown,Unknown,None,,,,,Shining Evolution | Culumon no Inori
223,Candlemon,https://static.wikia.nocookie.net/digimon/images/4/4d/Candlemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130024154,Rookie,Data,Nightmare Soldiers,,Wizardmon | MachGaogamon | Reverse Weddinmon | Weddinmon | Shortmon | Bakemon,,Shoutmon X7F Superior Mode,Bonfire | Melt Wax | Tai Atari | Karma Flamer | Yami Fire
224,CannonBeemon,https://static.wikia.nocookie.net/digimon/images/6/64/CannonBeemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100129120622,Ultimate,Virus,Wind Guardians,Waspmon,TigerVespamon,,,Unknown
226,Cannondramon,https://static.wikia.nocookie.net/digimon/images/7/7c/Cannondramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170331024604,Mega,Data,Metal Empire,,,,,Dyna Cannon
227,Canoweissmon,https://static.wikia.nocookie.net/digimon/images/f/f0/Canoweissmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20220515011102,Ultimate,Vaccine,Virus Busters,BetelGammamon,Siriusmon,,,GalliaFissure | MeteorLux
228,CaptainHookmon,https://static.wikia.nocookie.net/digimon/images/0/0f/CaptainHookmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180530222143,Ultimate,Vaccine,Unknown,,,,,Unknown
229,Cardmon,https://static.wikia.nocookie.net/digimon/images/a/ab/Cardmon_%28C1%29_dw3.png/revision/latest?cb=20120201151713,Unknown,Unknown,Unknown,,,,,Unknown
230,Cargodramon,https://static.wikia.nocookie.net/digimon/images/e/e8/Cargodramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230522021045,Ultimate,Virus,Metal Empire,,,,,Unknown
231,CatchMamemon,https://static.wikia.nocookie.net/digimon/images/0/09/CatchMamemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160104192509,Ultimate,Data,Metal Empire,,,,,Unknown
